age,workclass,education,education_num,marital_status,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,discretized_gross_income,workclass_sc,education_sc,marital_status_sc,occupation_sc
23,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
23,Private,Some-college,10,Never-married,Other-service,Female,0,0,20,United-States,<=50K,Private,Some-college,Never-married,Service
19,Private,HS-grad,9,Never-married,Other-service,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
61,Private,Some-college,10,Married-civ-spouse,Tech-support,Male,0,0,25,United-States,<=50K,Private,Some-college,Married,Service
39,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Male,0,0,45,United-States,<=50K,Private,School,Married,Service
51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Female,7688,0,40,United-States,>50K,Private,HS-grad,Married,Adm-clerical
25,Private,10th,6,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,<=50K,Private,School,Married,Manager
33,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,45,United-States,<=50K,Private,HS-grad,Married,Sales
34,State-gov,Some-college,10,Divorced,Adm-clerical,Female,0,0,38,United-States,<=50K,Gov,Some-college,Divorced,Adm-clerical
54,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Male,0,0,50,United-States,<=50K,Self-employed,Some-college,Married,Sales
24,Private,Bachelors,13,Never-married,Tech-support,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Service
28,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,50,Puerto-Rico,<=50K,Private,HS-grad,Never-married,Service
33,Private,Some-college,10,Married-civ-spouse,Sales,Male,0,0,44,United-States,<=50K,Private,Some-college,Married,Sales
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,60,United-States,>50K,Private,HS-grad,Married,Service
70,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,16,United-States,<=50K,Self-employed,HS-grad,Married,Manager
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Female,0,0,40,Nicaragua,<=50K,Private,HS-grad,Married,Service
36,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Female,0,0,12,United-States,>50K,Private,Some-college,Married,Adm-clerical
50,Local-gov,11th,7,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Gov,School,Never-married,Service
21,Private,Some-college,10,Never-married,Other-service,Female,0,0,30,United-States,<=50K,Private,Some-college,Never-married,Service
31,Private,Some-college,10,Separated,Tech-support,Female,0,0,40,United-States,<=50K,Private,Some-college,Separated,Service
39,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,35,United-States,<=50K,Private,Some-college,Divorced,Adm-clerical
29,Private,7th-8th,4,Married-civ-spouse,Other-service,Female,0,0,40,United-States,<=50K,Private,School,Married,Service
39,Private,Some-college,10,Divorced,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Service
17,Private,7th-8th,4,Never-married,Farming-fishing,Male,0,0,40,Mexico,<=50K,Private,School,Never-married,Farming
46,Private,Some-college,10,Divorced,Sales,Female,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Sales
62,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
32,Private,10th,6,Divorced,Other-service,Female,0,0,23,United-States,<=50K,Private,School,Divorced,Service
28,Private,HS-grad,9,Never-married,Other-service,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
19,Private,Some-college,10,Never-married,Sales,Female,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Sales
61,Local-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Male,4064,0,40,United-States,<=50K,Gov,Doctorate,Married,Manager
24,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Male,0,0,45,United-States,<=50K,Gov,Bachelors,Married,Service
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,41,United-States,<=50K,Private,Some-college,Married,Service
38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K,Private,Masters,Married,Professional
17,Private,10th,6,Never-married,Sales,Male,0,0,20,United-States,<=50K,Private,School,Never-married,Sales
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
52,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,8,United-States,<=50K,Private,HS-grad,Married,Sales
61,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,15024,0,20,United-States,>50K,Private,Prof-school,Married,Professional
69,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Male,0,2267,40,United-States,<=50K,Private,School,Married,Service
19,Private,HS-grad,9,Never-married,Sales,Female,0,0,25,United-States,<=50K,Private,HS-grad,Never-married,Sales
26,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,>50K,Private,Some-college,Married,Adm-clerical
34,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Self-employed,Some-college,Married,Manager
70,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Female,2653,0,40,United-States,<=50K,Private,School,Married,Service
21,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,25,United-States,<=50K,Private,HS-grad,Never-married,Adm-clerical
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,44,United-States,<=50K,Private,HS-grad,Married,Service
52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Private,HS-grad,Married,Service
21,Private,Assoc-voc,11,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Assoc-voc,Never-married,Adm-clerical
53,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,1977,40,United-States,>50K,Self-employed,Masters,Married,Manager
55,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,>50K,Gov,Some-college,Married,Service
46,Self-emp-inc,Masters,14,Divorced,Sales,Male,0,0,60,United-States,>50K,Self-employed,Masters,Divorced,Sales
36,Private,HS-grad,9,Separated,Adm-clerical,Female,0,0,37,United-States,<=50K,Private,HS-grad,Separated,Adm-clerical
39,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,48,United-States,<=50K,Private,HS-grad,Never-married,Service
30,Private,HS-grad,9,Never-married,Prof-specialty,Female,0,0,30,United-States,<=50K,Private,HS-grad,Never-married,Professional
22,Private,Some-college,10,Never-married,Sales,Female,0,0,16,United-States,<=50K,Private,Some-college,Never-married,Sales
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Manager
36,Private,HS-grad,9,Divorced,Machine-op-inspct,Male,0,0,56,United-States,<=50K,Private,HS-grad,Divorced,Service
36,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Service
50,Private,HS-grad,9,Divorced,Craft-repair,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Service
27,Federal-gov,Bachelors,13,Never-married,Protective-serv,Female,0,0,35,United-States,<=50K,Gov,Bachelors,Never-married,Service
46,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,>50K,Gov,HS-grad,Married,Adm-clerical
24,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,20,United-States,<=50K,Private,Bachelors,Never-married,Professional
41,Private,HS-grad,9,Divorced,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Service
68,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,0,0,24,United-States,<=50K,Private,HS-grad,Married,Adm-clerical
38,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,<=50K,Gov,Some-college,Married,Manager
47,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,40,United-States,>50K,Private,HS-grad,Married,Sales
41,Private,Some-college,10,Never-married,Other-service,Male,0,0,20,United-States,<=50K,Private,Some-college,Never-married,Service
31,Self-emp-not-inc,Doctorate,16,Never-married,Prof-specialty,Female,0,0,48,United-States,<=50K,Self-employed,Doctorate,Never-married,Professional
29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,42,United-States,<=50K,Private,Some-college,Married,Service
26,Private,HS-grad,9,Never-married,Handlers-cleaners,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
51,Private,Some-college,10,Widowed,Machine-op-inspct,Female,0,0,36,United-States,<=50K,Private,Some-college,Widowed,Service
26,Federal-gov,Bachelors,13,Never-married,Tech-support,Male,0,0,60,United-States,<=50K,Gov,Bachelors,Never-married,Service
27,Local-gov,Bachelors,13,Never-married,Prof-specialty,Female,0,0,60,United-States,<=50K,Gov,Bachelors,Never-married,Professional
36,Private,HS-grad,9,Married-civ-spouse,Tech-support,Male,0,0,50,United-States,<=50K,Private,HS-grad,Married,Service
28,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K,Gov,Bachelors,Never-married,Professional
53,Private,Bachelors,13,Divorced,Tech-support,Female,0,0,40,United-States,<=50K,Private,Bachelors,Divorced,Service
40,State-gov,Bachelors,13,Divorced,Prof-specialty,Male,0,0,40,United-States,<=50K,Gov,Bachelors,Divorced,Professional
38,Private,HS-grad,9,Divorced,Other-service,Female,0,0,20,United-States,<=50K,Private,HS-grad,Divorced,Service
53,Private,10th,6,Married-civ-spouse,Other-service,Male,0,0,34,United-States,<=50K,Private,School,Married,Service
34,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Gov,HS-grad,Married,Service
43,Private,HS-grad,9,Divorced,Transport-moving,Male,0,0,60,United-States,<=50K,Private,HS-grad,Divorced,Service
64,Private,10th,6,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K,Private,School,Married,Adm-clerical
21,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
38,Federal-gov,Prof-school,15,Never-married,Prof-specialty,Female,99999,0,57,Canada,>50K,Gov,Prof-school,Never-married,Professional
47,Local-gov,Masters,14,Divorced,Protective-serv,Male,0,0,50,United-States,>50K,Gov,Masters,Divorced,Service
48,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,0,1902,40,China,>50K,Private,Doctorate,Married,Professional
57,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,50,United-States,<=50K,Private,HS-grad,Married,Service
37,Private,Bachelors,13,Never-married,Adm-clerical,Female,0,0,35,United-States,<=50K,Private,Bachelors,Never-married,Adm-clerical
37,Private,11th,7,Divorced,Farming-fishing,Male,0,0,40,United-States,<=50K,Private,School,Divorced,Farming
51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,55,United-States,>50K,Self-employed,HS-grad,Married,Farming
32,Private,Assoc-acdm,12,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Assoc-acdm,Never-married,Adm-clerical
49,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
52,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,14,United-States,<=50K,Private,HS-grad,Married,Sales
64,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Male,9386,0,45,United-States,>50K,Gov,Assoc-acdm,Married,Manager
46,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,45,United-States,<=50K,Private,HS-grad,Divorced,Adm-clerical
24,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,<=50K,Gov,Some-college,Married,Professional
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,45,United-States,>50K,Private,Bachelors,Married,Manager
23,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Female,3942,0,40,United-States,<=50K,Private,HS-grad,Married,Service
30,Private,Some-college,10,Never-married,Craft-repair,Male,0,0,44,United-States,<=50K,Private,Some-college,Never-married,Service
34,Private,Masters,14,Divorced,Prof-specialty,Female,0,0,60,United-States,>50K,Private,Masters,Divorced,Professional
30,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Adm-clerical
25,Private,Bachelors,13,Never-married,Sales,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Sales
58,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,<=50K,Gov,Bachelors,Married,Professional
32,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,0,0,50,United-States,<=50K,Private,Some-college,Married,Adm-clerical
37,Private,HS-grad,9,Separated,Other-service,Female,0,0,25,United-States,<=50K,Private,HS-grad,Separated,Service
35,Private,HS-grad,9,Separated,Other-service,Female,0,0,40,United-States,<=50K,Private,HS-grad,Separated,Service
18,Private,5th-6th,3,Never-married,Handlers-cleaners,Male,0,0,30,Honduras,<=50K,Private,School,Never-married,Service
46,Private,Bachelors,13,Divorced,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,Bachelors,Divorced,Professional
71,Private,Bachelors,13,Never-married,Craft-repair,Male,11678,0,45,United-States,>50K,Private,Bachelors,Never-married,Service
44,Private,10th,6,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,School,Divorced,Adm-clerical
45,Private,10th,6,Divorced,Sales,Female,0,0,40,United-States,<=50K,Private,School,Divorced,Sales
40,Private,12th,8,Married-civ-spouse,Prof-specialty,Male,0,0,40,Cuba,>50K,Private,School,Married,Professional
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,50,United-States,>50K,Private,Bachelors,Married,Professional
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Female,0,0,40,China,<=50K,Private,HS-grad,Married,Service
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
49,Private,Bachelors,13,Divorced,Tech-support,Female,0,0,35,United-States,<=50K,Private,Bachelors,Divorced,Service
59,State-gov,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,40,United-States,<=50K,Gov,HS-grad,Married,Sales
22,Private,Assoc-voc,11,Never-married,Adm-clerical,Female,0,0,37,United-States,<=50K,Private,Assoc-voc,Never-married,Adm-clerical
44,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Gov,Some-college,Married,Manager
76,Private,Bachelors,13,Widowed,Prof-specialty,Female,0,0,20,United-States,<=50K,Private,Bachelors,Widowed,Professional
50,Local-gov,10th,6,Never-married,Other-service,Male,0,0,40,United-States,<=50K,Gov,School,Never-married,Service
33,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,<=50K,Gov,Some-college,Married,Service
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,48,United-States,>50K,Private,HS-grad,Married,Service
27,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Female,5178,0,40,United-States,>50K,Private,HS-grad,Married,Adm-clerical
37,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Self-employed,HS-grad,Married,Service
40,Private,11th,7,Married-civ-spouse,Transport-moving,Male,0,0,55,United-States,<=50K,Private,School,Married,Service
49,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K,Self-employed,Some-college,Divorced,Manager
48,Self-emp-inc,Some-college,10,Never-married,Craft-repair,Male,0,0,45,United-States,<=50K,Self-employed,Some-college,Never-married,Service
49,Private,HS-grad,9,Separated,Prof-specialty,Female,0,625,40,Puerto-Rico,<=50K,Private,HS-grad,Separated,Professional
22,Private,Some-college,10,Married-civ-spouse,Tech-support,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
42,Private,HS-grad,9,Divorced,Exec-managerial,Female,0,0,40,England,<=50K,Private,HS-grad,Divorced,Manager
36,Private,Some-college,10,Divorced,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Professional
30,State-gov,HS-grad,9,Never-married,Other-service,Female,0,0,40,United-States,<=50K,Gov,HS-grad,Never-married,Service
40,Local-gov,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Gov,HS-grad,Never-married,Service
42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,45,United-States,<=50K,Private,HS-grad,Married,Service
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,Italy,>50K,Private,HS-grad,Married,Service
55,Private,Some-college,10,Divorced,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Professional
25,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,0,0,40,Mexico,<=50K,Private,HS-grad,Married,Service
33,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,35,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
55,Private,HS-grad,9,Married-civ-spouse,Sales,Male,4064,0,40,United-States,<=50K,Private,HS-grad,Married,Sales
47,Private,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,60,United-States,>50K,Private,Bachelors,Married,Sales
23,Private,Assoc-acdm,12,Never-married,Sales,Female,0,0,65,United-States,<=50K,Private,Assoc-acdm,Never-married,Sales
55,Self-emp-inc,Bachelors,13,Divorced,Sales,Female,0,0,50,Germany,<=50K,Self-employed,Bachelors,Divorced,Sales
43,Private,HS-grad,9,Never-married,Exec-managerial,Female,0,0,50,United-States,<=50K,Private,HS-grad,Never-married,Manager
31,Private,Assoc-voc,11,Married-civ-spouse,Sales,Male,0,0,50,United-States,<=50K,Private,Assoc-voc,Married,Sales
62,State-gov,Assoc-acdm,12,Widowed,Prof-specialty,Female,0,0,40,United-States,<=50K,Gov,Assoc-acdm,Widowed,Professional
42,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,0,0,8,United-States,<=50K,Gov,HS-grad,Married,Adm-clerical
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Self-employed,HS-grad,Married,Service
29,Private,HS-grad,9,Never-married,Tech-support,Male,0,0,42,United-States,<=50K,Private,HS-grad,Never-married,Service
26,Private,Some-college,10,Never-married,Other-service,Male,0,0,60,United-States,<=50K,Private,Some-college,Never-married,Service
26,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Female,0,0,52,United-States,>50K,Private,HS-grad,Married,Adm-clerical
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,72,United-States,<=50K,Self-employed,HS-grad,Married,Farming
79,Self-emp-inc,12th,8,Widowed,Sales,Male,18481,0,45,United-States,>50K,Self-employed,School,Widowed,Sales
61,Private,7th-8th,4,Never-married,Other-service,Male,0,0,48,United-States,<=50K,Private,School,Never-married,Service
28,Self-emp-not-inc,7th-8th,4,Never-married,Other-service,Female,0,0,99,Mexico,<=50K,Self-employed,School,Never-married,Service
60,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,7298,0,60,United-States,>50K,Self-employed,Bachelors,Married,Manager
51,Self-emp-inc,HS-grad,9,Divorced,Protective-serv,Male,0,0,81,United-States,<=50K,Self-employed,HS-grad,Divorced,Service
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,43,United-States,>50K,Private,HS-grad,Married,Service
35,Private,HS-grad,9,Divorced,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Service
27,Local-gov,10th,6,Married-civ-spouse,Craft-repair,Male,0,0,60,United-States,<=50K,Gov,School,Married,Service
44,Private,HS-grad,9,Divorced,Other-service,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Service
25,Private,HS-grad,9,Separated,Other-service,Female,0,0,20,United-States,<=50K,Private,HS-grad,Separated,Service
32,Private,7th-8th,4,Divorced,Other-service,Female,0,0,40,United-States,<=50K,Private,School,Divorced,Service
36,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,0,0,20,United-States,>50K,Private,Some-college,Married,Professional
27,Private,Masters,14,Never-married,Handlers-cleaners,Male,0,0,30,United-States,<=50K,Private,Masters,Never-married,Service
40,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,0,0,60,United-States,>50K,Private,Doctorate,Married,Professional
25,Private,Bachelors,13,Never-married,Tech-support,Male,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Service
41,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,50,United-States,<=50K,Private,HS-grad,Married,Service
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,45,United-States,>50K,Private,Bachelors,Married,Professional
26,Private,Bachelors,13,Never-married,Exec-managerial,Male,0,2258,45,United-States,>50K,Private,Bachelors,Never-married,Manager
52,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,Dominican-Republic,<=50K,Private,School,Married,Service
32,Private,Bachelors,13,Never-married,Prof-specialty,Female,0,0,45,United-States,<=50K,Private,Bachelors,Never-married,Professional
33,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,55,United-States,<=50K,Private,HS-grad,Married,Service
48,Private,HS-grad,9,Widowed,Other-service,Female,0,0,44,United-States,<=50K,Private,HS-grad,Widowed,Service
62,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Male,0,0,5,United-States,<=50K,Self-employed,School,Married,Sales
40,Self-emp-not-inc,Assoc-acdm,12,Never-married,Prof-specialty,Female,0,0,2,United-States,<=50K,Self-employed,Assoc-acdm,Never-married,Professional
28,Private,5th-6th,3,Never-married,Other-service,Female,0,0,40,Mexico,<=50K,Private,School,Never-married,Service
23,Private,Some-college,10,Never-married,Other-service,Female,0,0,30,United-States,<=50K,Private,Some-college,Never-married,Service
50,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,7298,0,40,United-States,>50K,Gov,Bachelors,Married,Manager
51,State-gov,Some-college,10,Divorced,Adm-clerical,Female,0,0,35,United-States,<=50K,Gov,Some-college,Divorced,Adm-clerical
63,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Male,0,0,48,United-States,<=50K,Self-employed,Some-college,Married,Service
63,Federal-gov,HS-grad,9,Widowed,Exec-managerial,Female,0,0,40,United-States,<=50K,Gov,HS-grad,Widowed,Manager
40,Private,HS-grad,9,Divorced,Sales,Male,0,0,60,United-States,>50K,Private,HS-grad,Divorced,Sales
40,Private,HS-grad,9,Never-married,Farming-fishing,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Farming
41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,0,0,15,Cuba,>50K,Private,Bachelors,Married,Professional
20,State-gov,Some-college,10,Never-married,Prof-specialty,Female,0,0,15,United-States,<=50K,Gov,Some-college,Never-married,Professional
28,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Male,0,1887,40,United-States,>50K,Private,Bachelors,Married,Adm-clerical
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,<=50K,Private,Bachelors,Married,Manager
34,Private,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,50,United-States,>50K,Private,Bachelors,Married,Sales
57,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,>50K,Private,Masters,Married,Manager
28,Private,HS-grad,9,Never-married,Machine-op-inspct,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
38,Private,Some-college,10,Married-civ-spouse,Tech-support,Male,0,0,40,United-States,>50K,Private,Some-college,Married,Service
37,Private,Assoc-voc,11,Never-married,Other-service,Male,0,0,40,United-States,<=50K,Private,Assoc-voc,Never-married,Service
43,State-gov,Some-college,10,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Gov,Some-college,Divorced,Adm-clerical
26,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,<=50K,Self-employed,HS-grad,Married,Manager
26,Private,Some-college,10,Married-civ-spouse,Transport-moving,Male,0,0,65,United-States,<=50K,Private,Some-college,Married,Service
27,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Male,0,0,50,United-States,<=50K,Private,Assoc-voc,Married,Service
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,45,United-States,<=50K,Private,Bachelors,Married,Professional
45,Private,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,Germany,<=50K,Private,Bachelors,Never-married,Professional
65,Private,Bachelors,13,Married-civ-spouse,Other-service,Male,0,0,20,United-States,<=50K,Private,Bachelors,Married,Service
57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Male,99999,0,45,United-States,>50K,Self-employed,Some-college,Married,Sales
59,Private,HS-grad,9,Divorced,Other-service,Female,0,0,38,United-States,<=50K,Private,HS-grad,Divorced,Service
18,Private,Some-college,10,Never-married,Other-service,Male,0,0,26,United-States,<=50K,Private,Some-college,Never-married,Service
44,Local-gov,12th,8,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Gov,School,Married,Service
37,Private,Some-college,10,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Service
27,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
43,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,0,0,45,United-States,>50K,Gov,Bachelors,Married,Professional
59,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K,Self-employed,Prof-school,Married,Professional
19,Private,HS-grad,9,Never-married,Farming-fishing,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Farming
36,State-gov,HS-grad,9,Never-married,Exec-managerial,Male,0,0,90,United-States,<=50K,Gov,HS-grad,Never-married,Manager
68,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Male,20051,0,40,United-States,>50K,Self-employed,Some-college,Married,Sales
63,Private,11th,7,Widowed,Sales,Female,2176,0,30,United-States,<=50K,Private,School,Widowed,Sales
37,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,57,United-States,<=50K,Private,Some-college,Married,Manager
46,Local-gov,Masters,14,Divorced,Prof-specialty,Female,0,1876,60,United-States,<=50K,Gov,Masters,Divorced,Professional
31,Private,Assoc-acdm,12,Divorced,Adm-clerical,Female,0,0,35,Poland,<=50K,Private,Assoc-acdm,Divorced,Adm-clerical
23,Private,HS-grad,9,Never-married,Other-service,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
22,Private,Some-college,10,Never-married,Sales,Male,0,0,30,United-States,<=50K,Private,Some-college,Never-married,Sales
49,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,1672,44,United-States,<=50K,Private,HS-grad,Married,Sales
36,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Adm-clerical
