Date,Hour,Rented Bike Count
2018-03-16,17,1160
2018-03-16,18,1641
2018-03-16,19,974
2018-03-16,20,774
2018-03-16,21,710
2018-03-16,22,660
2018-03-16,23,455
2018-03-17,0,414
2018-03-17,1,366
2018-03-17,2,268
2018-03-17,3,157
2018-03-17,4,103
2018-03-17,5,60
2018-03-17,6,109
2018-03-17,7,193
2018-03-17,8,384
2018-03-17,9,520
2018-03-17,10,561
2018-03-17,11,742
2018-03-17,12,933
2018-03-17,13,1111
2018-03-17,14,1294
2018-03-17,15,1514
2018-03-17,16,1440
2018-03-17,17,1272
2018-03-17,18,934
2018-03-17,19,718
2018-03-17,20,688
2018-03-17,21,624
2018-03-17,22,562
2018-03-17,23,422
2018-03-18,0,407
2018-03-18,1,309
2018-03-18,2,226
2018-03-18,3,174
2018-03-18,4,106
2018-03-18,5,67
2018-03-18,6,73
2018-03-18,7,152
2018-03-18,8,293
2018-03-18,9,398
2018-03-18,10,460
2018-03-18,11,587
2018-03-18,12,751
2018-03-18,13,881
2018-03-18,14,993
2018-03-18,15,1128
2018-03-18,16,1059
2018-03-18,17,603
2018-03-18,18,365
2018-03-18,19,237
2018-03-18,20,146
2018-03-18,21,71
2018-03-18,22,70
2018-03-18,23,53
2018-03-19,0,67
2018-03-19,1,38
2018-03-19,2,28
2018-03-19,3,12
2018-03-19,4,9
2018-03-19,5,27
2018-03-19,6,91
2018-03-19,7,370
2018-03-19,8,592
2018-03-19,9,387
2018-03-19,10,292
2018-03-19,11,393
2018-03-19,12,403
2018-03-19,13,387
2018-03-19,14,326
2018-03-19,15,263
2018-03-19,16,271
2018-03-19,17,605
2018-03-19,18,1200
2018-03-19,19,818
2018-03-19,20,711
2018-03-19,21,731
2018-03-19,22,565
2018-03-19,23,382
2018-03-20,0,297
2018-03-20,1,243
2018-03-20,2,165
2018-03-20,3,95
2018-03-20,4,69
2018-03-20,5,92
2018-03-20,6,235
2018-03-20,7,677
2018-03-20,8,1212
2018-03-20,9,661
2018-03-20,10,418
2018-03-20,11,488
2018-03-20,12,522
2018-03-20,13,516
2018-03-20,14,478
2018-03-20,15,492
2018-03-20,16,518
2018-03-20,17,719
2018-03-20,18,1111
2018-03-20,19,716
2018-03-20,20,543
2018-03-20,21,494
2018-03-20,22,460
2018-03-20,23,294
2018-03-21,0,240
2018-03-21,1,223
2018-03-21,2,147
2018-03-21,3,82
2018-03-21,4,70
2018-03-21,5,80
2018-03-21,6,209
2018-03-21,7,605
2018-03-21,8,1097
2018-03-21,9,614
2018-03-21,10,374
2018-03-21,11,339
2018-03-21,12,333
2018-03-21,13,196
2018-03-21,14,117
2018-03-21,15,184
2018-03-21,16,241
2018-03-21,17,319
2018-03-21,18,615
2018-03-21,19,402
2018-03-21,20,120
2018-03-21,21,231
2018-03-21,22,320
2018-03-21,23,226
2018-03-22,0,243
2018-03-22,1,247
2018-03-22,2,173
2018-03-22,3,107
2018-03-22,4,75
2018-03-22,5,81
2018-03-22,6,212
2018-03-22,7,600
2018-03-22,8,1174
2018-03-22,9,653
2018-03-22,10,446
2018-03-22,11,565
2018-03-22,12,668
2018-03-22,13,648
2018-03-22,14,674
2018-03-22,15,758
2018-03-22,16,752
2018-03-22,17,999
2018-03-22,18,1495
2018-03-22,19,923
2018-03-22,20,739
2018-03-22,21,726
2018-03-22,22,621
2018-03-22,23,428
2018-03-23,0,335
2018-03-23,1,283
2018-03-23,2,216
2018-03-23,3,128
2018-03-23,4,92
2018-03-23,5,95
2018-03-23,6,243
2018-03-23,7,661
2018-03-23,8,1216
2018-03-23,9,664
2018-03-23,10,461
2018-03-23,11,584
2018-03-23,12,690
2018-03-23,13,682
2018-03-23,14,758
2018-03-23,15,849
2018-03-23,16,901
2018-03-23,17,1108
2018-03-23,18,1611
2018-03-23,19,932
2018-03-23,20,724
2018-03-23,21,676
2018-03-23,22,638
2018-03-23,23,422
2018-03-24,0,403
2018-03-24,1,360
2018-03-24,2,305
2018-03-24,3,197
2018-03-24,4,122
2018-03-24,5,82
2018-03-24,6,113
2018-03-24,7,198
2018-03-24,8,424
2018-03-24,9,456
2018-03-24,10,494
2018-03-24,11,589
2018-03-24,12,806
2018-03-24,13,880
2018-03-24,14,855
2018-03-24,15,1025
2018-03-24,16,947
2018-03-24,17,916
2018-03-24,18,736
2018-03-24,19,521
2018-03-24,20,513
2018-03-24,21,487
2018-03-24,22,460
2018-03-24,23,354
2018-03-25,0,372
2018-03-25,1,267
2018-03-25,2,195
2018-03-25,3,139
2018-03-25,4,90
2018-03-25,5,60
2018-03-25,6,71
2018-03-25,7,137
2018-03-25,8,225
2018-03-25,9,331
2018-03-25,10,359
2018-03-25,11,466
2018-03-25,12,626
2018-03-25,13,784
2018-03-25,14,882
2018-03-25,15,960
2018-03-25,16,1031
2018-03-25,17,911
2018-03-25,18,768
2018-03-25,19,571
2018-03-25,20,502
2018-03-25,21,456
2018-03-25,22,424
2018-03-25,23,336
2018-03-26,0,244
2018-03-26,1,185
2018-03-26,2,93
2018-03-26,3,62
2018-03-26,4,65
2018-03-26,5,98
2018-03-26,6,227
2018-03-26,7,581
2018-03-26,8,983
2018-03-26,9,540
2018-03-26,10,415
2018-03-26,11,422
2018-03-26,12,492
2018-03-26,13,504
2018-03-26,14,575
2018-03-26,15,604
2018-03-26,16,819
2018-03-26,17,925
2018-03-26,18,1477
2018-03-26,19,1031
2018-03-26,20,835
2018-03-26,21,798
2018-03-26,22,662
2018-03-26,23,447
2018-03-27,0,380
2018-03-27,1,278
2018-03-27,2,163
2018-03-27,3,127
2018-03-27,4,95
2018-03-27,5,110
2018-03-27,6,231
2018-03-27,7,705
2018-03-27,8,1201
2018-03-27,9,699
2018-03-27,10,462
2018-03-27,11,560
2018-03-27,12,586
2018-03-27,13,563
2018-03-27,14,618
2018-03-27,15,636
2018-03-27,16,774
2018-03-27,17,960
2018-03-27,18,1521
2018-03-27,19,1020
2018-03-27,20,864
2018-03-27,21,866
2018-03-27,22,764
2018-03-27,23,527
2018-03-28,0,400
2018-03-28,1,337
2018-03-28,2,225
2018-03-28,3,150
2018-03-28,4,104
2018-03-28,5,107
2018-03-28,6,258
2018-03-28,7,741
2018-03-28,8,1353
2018-03-28,9,723
2018-03-28,10,494
2018-03-28,11,588
2018-03-28,12,629
2018-03-28,13,723
2018-03-28,14,698
2018-03-28,15,785
2018-03-28,16,943
2018-03-28,17,1221
2018-03-28,18,1839
2018-03-28,19,1288
2018-03-28,20,1133
2018-03-28,21,1035
2018-03-28,22,907
2018-03-28,23,614
2018-03-29,0,466
2018-03-29,1,390
2018-03-29,2,254
2018-03-29,3,170
2018-03-29,4,109
2018-03-29,5,106
2018-03-29,6,274
2018-03-29,7,781
2018-03-29,8,1281
2018-03-29,9,757
2018-03-29,10,482
2018-03-29,11,583
2018-03-29,12,714
2018-03-29,13,716
2018-03-29,14,711
2018-03-29,15,781
2018-03-29,16,957
2018-03-29,17,1194
2018-03-29,18,1776
2018-03-29,19,1260
2018-03-29,20,1079
2018-03-29,21,1046
2018-03-29,22,949
2018-03-29,23,614
2018-03-30,0,490
2018-03-30,1,401
2018-03-30,2,261
2018-03-30,3,184
2018-03-30,4,115
2018-03-30,5,117
2018-03-30,6,284
2018-03-30,7,747
2018-03-30,8,1406
2018-03-30,9,772
2018-03-30,10,583
2018-03-30,11,739
2018-03-30,12,939
2018-03-30,13,860
2018-03-30,14,965
2018-03-30,15,1068
2018-03-30,16,1156
2018-03-30,17,1460
2018-03-30,18,1935
2018-03-30,19,1268
2018-03-30,20,1045
2018-03-30,21,948
2018-03-30,22,880
2018-03-30,23,678
2018-03-31,0,537
2018-03-31,1,502
2018-03-31,2,397
2018-03-31,3,264
2018-03-31,4,163
2018-03-31,5,108
2018-03-31,6,142
2018-03-31,7,264
2018-03-31,8,489
2018-03-31,9,642
2018-03-31,10,618
2018-03-31,11,824
2018-03-31,12,1072
2018-03-31,13,1218
2018-03-31,14,1381
2018-03-31,15,1542
2018-03-31,16,1578
2018-03-31,17,1531
2018-03-31,18,1391
2018-03-31,19,1025
2018-03-31,20,972
2018-03-31,21,1010
2018-03-31,22,922
2018-03-31,23,655
2018-04-01,0,579
2018-04-01,1,453
2018-04-01,2,322
2018-04-01,3,221
2018-04-01,4,147
2018-04-01,5,96
2018-04-01,6,110
2018-04-01,7,169
2018-04-01,8,342
2018-04-01,9,485
2018-04-01,10,566
2018-04-01,11,737
2018-04-01,12,926
2018-04-01,13,1156
2018-04-01,14,1201
2018-04-01,15,1349
2018-04-01,16,1409
2018-04-01,17,1362
2018-04-01,18,1296
2018-04-01,19,1066
2018-04-01,20,984
2018-04-01,21,983
2018-04-01,22,841
2018-04-01,23,588
2018-04-02,0,468
2018-04-02,1,295
2018-04-02,2,155
2018-04-02,3,111
2018-04-02,4,86
2018-04-02,5,125
2018-04-02,6,359
2018-04-02,7,918
2018-04-02,8,1469
2018-04-02,9,806
2018-04-02,10,579
2018-04-02,11,662
2018-04-02,12,818
2018-04-02,13,818
2018-04-02,14,920
2018-04-02,15,993
2018-04-02,16,1218
2018-04-02,17,1569
2018-04-02,18,2401
2018-04-02,19,1779
2018-04-02,20,1517
2018-04-02,21,1503
2018-04-02,22,1213
2018-04-02,23,803
2018-04-03,0,532
2018-04-03,1,430
2018-04-03,2,275
2018-04-03,3,156
2018-04-03,4,124
2018-04-03,5,163
2018-04-03,6,388
2018-04-03,7,1033
2018-04-03,8,1677
2018-04-03,9,867
2018-04-03,10,664
2018-04-03,11,696
2018-04-03,12,913
2018-04-03,13,870
2018-04-03,14,931
2018-04-03,15,961
2018-04-03,16,1173
2018-04-03,17,1436
2018-04-03,18,2134
2018-04-03,19,1415
2018-04-03,20,1470
2018-04-03,21,1223
2018-04-03,22,1030
2018-04-03,23,454
2018-04-04,0,355
2018-04-04,1,113
2018-04-04,2,15
2018-04-04,3,22
2018-04-04,4,14
2018-04-04,5,19
2018-04-04,6,172
2018-04-04,7,665
2018-04-04,8,1284
2018-04-04,9,378
2018-04-04,10,505
2018-04-04,11,744
2018-04-04,12,928
2018-04-04,13,951
2018-04-04,14,1096
2018-04-04,15,1209
2018-04-04,16,1413
2018-04-04,17,1745
2018-04-04,18,2402
2018-04-04,19,1626
2018-04-04,20,1374
2018-04-04,21,1256
2018-04-04,22,1041
2018-04-04,23,668
2018-04-05,0,436
2018-04-05,1,373
2018-04-05,2,220
2018-04-05,3,150
2018-04-05,4,87
2018-04-05,5,18
2018-04-05,6,21
2018-04-05,7,38
2018-04-05,8,207
2018-04-05,9,129
2018-04-05,10,95
2018-04-05,11,47
2018-04-05,12,70
2018-04-05,13,84
2018-04-05,14,46
2018-04-05,15,37
2018-04-05,16,31
2018-04-05,17,46
2018-04-05,18,75
2018-04-05,19,75
2018-04-05,20,56
2018-04-05,21,99
2018-04-05,22,77
2018-04-05,23,79
2018-04-06,0,56
2018-04-06,1,50
2018-04-06,2,27
2018-04-06,3,18
2018-04-06,4,9
2018-04-06,5,54
2018-04-06,6,178
2018-04-06,7,591
2018-04-06,8,1235
2018-04-06,9,719
2018-04-06,10,529
2018-04-06,11,598
2018-04-06,12,756
2018-04-06,13,683
2018-04-06,14,572
2018-04-06,15,545
2018-04-06,16,585
2018-04-06,17,776
2018-04-06,18,1114
2018-04-06,19,659
2018-04-06,20,508
2018-04-06,21,447
2018-04-06,22,499
2018-04-06,23,312
2018-04-07,0,282
2018-04-07,1,225
2018-04-07,2,123
2018-04-07,3,122
2018-04-07,4,80
2018-04-07,5,57
2018-04-07,6,108
2018-04-07,7,206
2018-04-07,8,399
2018-04-07,9,426
2018-04-07,10,453
2018-04-07,11,553
2018-04-07,12,697
2018-04-07,13,852
2018-04-07,14,919
2018-04-07,15,925
2018-04-07,16,897
2018-04-07,17,908
2018-04-07,18,714
2018-04-07,19,518
2018-04-07,20,458
2018-04-07,21,443
2018-04-07,22,426
2018-04-07,23,368
2018-04-08,0,325
2018-04-08,1,224
2018-04-08,2,191
2018-04-08,3,141
2018-04-08,4,90
2018-04-08,5,59
2018-04-08,6,101
2018-04-08,7,159
2018-04-08,8,332
2018-04-08,9,405
2018-04-08,10,494
2018-04-08,11,586
2018-04-08,12,709
2018-04-08,13,847
2018-04-08,14,777
2018-04-08,15,343
2018-04-08,16,137
2018-04-08,17,58
2018-04-08,18,22
2018-04-08,19,44
2018-04-08,20,93
2018-04-08,21,170
2018-04-08,22,177
2018-04-08,23,182
2018-04-09,0,197
2018-04-09,1,140
2018-04-09,2,97
2018-04-09,3,52
2018-04-09,4,43
2018-04-09,5,91
2018-04-09,6,239
2018-04-09,7,651
2018-04-09,8,1163
2018-04-09,9,682
2018-04-09,10,506
2018-04-09,11,644
2018-04-09,12,799
2018-04-09,13,869
2018-04-09,14,921
2018-04-09,15,1038
2018-04-09,16,1185
2018-04-09,17,1479
2018-04-09,18,2401
2018-04-09,19,1599
2018-04-09,20,1362
2018-04-09,21,1232
2018-04-09,22,1069
2018-04-09,23,623
2018-04-10,0,485
2018-04-10,1,376
2018-04-10,2,250
2018-04-10,3,149
2018-04-10,4,102
2018-04-10,5,123
2018-04-10,6,370
2018-04-10,7,981
2018-04-10,8,1702
2018-04-10,9,982
2018-04-10,10,703
2018-04-10,11,839
2018-04-10,12,1023
2018-04-10,13,967
2018-04-10,14,913
2018-04-10,15,933
2018-04-10,16,1080
2018-04-10,17,1004
2018-04-10,18,1805
2018-04-10,19,1153
2018-04-10,20,336
2018-04-10,21,133
2018-04-10,22,75
2018-04-10,23,212
2018-04-11,0,0
2018-04-11,1,0
2018-04-11,2,0
2018-04-11,3,0
2018-04-11,4,0
2018-04-11,5,0
2018-04-11,6,0
2018-04-11,7,0
2018-04-11,8,0
2018-04-11,9,0
2018-04-11,10,0
2018-04-11,11,0
2018-04-11,12,0
2018-04-11,13,0
2018-04-11,14,0
2018-04-11,15,0
2018-04-11,16,0
2018-04-11,17,0
2018-04-11,18,0
2018-04-11,19,0
2018-04-11,20,0
2018-04-11,21,0
2018-04-11,22,0
2018-04-11,23,0
2018-04-12,0,504
2018-04-12,1,374
2018-04-12,2,269
2018-04-12,3,182
2018-04-12,4,98
2018-04-12,5,144
2018-04-12,6,375
2018-04-12,7,1054
2018-04-12,8,1789
2018-04-12,9,952
2018-04-12,10,686
2018-04-12,11,829
2018-04-12,12,969
2018-04-12,13,1029
2018-04-12,14,990
2018-04-12,15,1074
2018-04-12,16,1273
2018-04-12,17,1664
2018-04-12,18,2359
2018-04-12,19,1641
2018-04-12,20,1319
2018-04-12,21,1241
2018-04-12,22,1142
2018-04-12,23,772
2018-04-13,0,525
2018-04-13,1,432
2018-04-13,2,257
2018-04-13,3,167
2018-04-13,4,112
2018-04-13,5,156
2018-04-13,6,368
2018-04-13,7,999
2018-04-13,8,1721
2018-04-13,9,982
2018-04-13,10,741
2018-04-13,11,867
2018-04-13,12,1095
2018-04-13,13,973
2018-04-13,14,1063
2018-04-13,15,1108
2018-04-13,16,1270
2018-04-13,17,1662
2018-04-13,18,2404
2018-04-13,19,1641
2018-04-13,20,1359
2018-04-13,21,1311
2018-04-13,22,1178
2018-04-13,23,849
2018-04-14,0,664
2018-04-14,1,513
2018-04-14,2,253
2018-04-14,3,62
2018-04-14,4,39
2018-04-14,5,20
2018-04-14,6,12
2018-04-14,7,18
2018-04-14,8,17
2018-04-14,9,17
2018-04-14,10,43
2018-04-14,11,52
2018-04-14,12,75
2018-04-14,13,70
2018-04-14,14,122
2018-04-14,15,203
2018-04-14,16,445
2018-04-14,17,675
2018-04-14,18,706
2018-04-14,19,612
2018-04-14,20,640
2018-04-14,21,633
2018-04-14,22,586
2018-04-14,23,503
2018-04-15,0,475
2018-04-15,1,349
2018-04-15,2,254
2018-04-15,3,183
2018-04-15,4,110
2018-04-15,5,65
2018-04-15,6,102
2018-04-15,7,223
2018-04-15,8,401
2018-04-15,9,513
2018-04-15,10,582
2018-04-15,11,797
2018-04-15,12,1105
2018-04-15,13,1229
2018-04-15,14,1083
2018-04-15,15,62
2018-04-15,16,124
2018-04-15,17,42
2018-04-15,18,343
2018-04-15,19,317
2018-04-15,20,297
2018-04-15,21,464
2018-04-15,22,620
2018-04-15,23,467
2018-04-16,0,401
2018-04-16,1,226
2018-04-16,2,126
2018-04-16,3,107
2018-04-16,4,75
2018-04-16,5,132
2018-04-16,6,405
2018-04-16,7,1049
2018-04-16,8,1713
2018-04-16,9,922
2018-04-16,10,700
2018-04-16,11,855
2018-04-16,12,1052
2018-04-16,13,973
2018-04-16,14,1016
2018-04-16,15,1145
2018-04-16,16,1452
2018-04-16,17,1753
2018-04-16,18,2692
2018-04-16,19,1719
2018-04-16,20,1498
2018-04-16,21,1355
2018-04-16,22,1099
2018-04-16,23,733
2018-04-17,0,503
2018-04-17,1,421
2018-04-17,2,237
2018-04-17,3,164
2018-04-17,4,110
2018-04-17,5,143
2018-04-17,6,406
2018-04-17,7,1100
2018-04-17,8,1920
2018-04-17,9,1013
2018-04-17,10,731
2018-04-17,11,822
2018-04-17,12,1112
2018-04-17,13,1007
2018-04-17,14,1037
2018-04-17,15,1120
2018-04-17,16,1312
2018-04-17,17,1632
2018-04-17,18,1727
2018-04-17,19,1356
2018-04-17,20,1290
2018-04-17,21,1320
2018-04-17,22,1071
2018-04-17,23,680
2018-04-18,0,515
2018-04-18,1,375
2018-04-18,2,260
2018-04-18,3,164
2018-04-18,4,105
2018-04-18,5,154
2018-04-18,6,395
2018-04-18,7,1083
2018-04-18,8,1815
2018-04-18,9,987
2018-04-18,10,761
2018-04-18,11,845
2018-04-18,12,1047
2018-04-18,13,975
2018-04-18,14,967
2018-04-18,15,1149
2018-04-18,16,1346
2018-04-18,17,1738
2018-04-18,18,1918
2018-04-18,19,842
2018-04-18,20,1346
2018-04-18,21,1209
2018-04-18,22,1003
2018-04-18,23,671
2018-04-19,0,520
2018-04-19,1,42
2018-04-19,2,281
2018-04-19,3,206
2018-04-19,4,125
2018-04-19,5,153
2018-04-19,6,367
2018-04-19,7,254
2018-04-19,8,20
2018-04-19,9,316
2018-04-19,10,139
2018-04-19,11,795
2018-04-19,12,919
2018-04-19,13,930
2018-04-19,14,996
2018-04-19,15,1039
2018-04-19,16,1198
2018-04-19,17,1534
2018-04-19,18,2198
2018-04-19,19,1489
2018-04-19,20,1313
2018-04-19,21,1165
2018-04-19,22,1054
2018-04-19,23,677
2018-04-20,0,553
2018-04-20,1,436
2018-04-20,2,305
2018-04-20,3,188
2018-04-20,4,134
2018-04-20,5,168
2018-04-20,6,414
2018-04-20,7,979
2018-04-20,8,1659
2018-04-20,9,962
2018-04-20,10,708
2018-04-20,11,805
2018-04-20,12,1019
2018-04-20,13,973
2018-04-20,14,970
2018-04-20,15,1080
2018-04-20,16,1206
2018-04-20,17,1543
2018-04-20,18,2268
2018-04-20,19,1578
2018-04-20,20,1358
2018-04-20,21,1213
2018-04-20,22,1183
2018-04-20,23,891
2018-04-21,0,707
2018-04-21,1,628
2018-04-21,2,436
2018-04-21,3,307
2018-04-21,4,166
2018-04-21,5,122
2018-04-21,6,184
2018-04-21,7,324
2018-04-21,8,600
2018-04-21,9,647
2018-04-21,10,702
2018-04-21,11,872
2018-04-21,12,1130
2018-04-21,13,1315
2018-04-21,14,1511
2018-04-21,15,1730
2018-04-21,16,1942
2018-04-21,17,2032
2018-04-21,18,1986
2018-04-21,19,1711
2018-04-21,20,1581
2018-04-21,21,1491
2018-04-21,22,1292
2018-04-21,23,988
2018-04-22,0,826
2018-04-22,1,578
2018-04-22,2,410
2018-04-22,3,289
2018-04-22,4,192
2018-04-22,5,136
2018-04-22,6,155
2018-04-22,7,278
2018-04-22,8,429
2018-04-22,9,247
2018-04-22,10,486
2018-04-22,11,424
2018-04-22,12,631
2018-04-22,13,842
2018-04-22,14,384
2018-04-22,15,234
2018-04-22,16,103
2018-04-22,17,46
2018-04-22,18,63
2018-04-22,19,32
2018-04-22,20,12
2018-04-22,21,24
2018-04-22,22,13
2018-04-22,23,18
2018-04-23,0,81
2018-04-23,1,41
2018-04-23,2,21
2018-04-23,3,8
2018-04-23,4,2
2018-04-23,5,6
2018-04-23,6,5
2018-04-23,7,17
2018-04-23,8,25
2018-04-23,9,9
2018-04-23,10,12
2018-04-23,11,10
2018-04-23,12,10
2018-04-23,13,11
2018-04-23,14,17
2018-04-23,15,14
2018-04-23,16,41
2018-04-23,17,42
2018-04-23,18,39
2018-04-23,19,50
2018-04-23,20,37
2018-04-23,21,82
2018-04-23,22,164
2018-04-23,23,233
2018-04-24,0,213
2018-04-24,1,157
2018-04-24,2,68
2018-04-24,3,35
2018-04-24,4,34
2018-04-24,5,77
2018-04-24,6,262
2018-04-24,7,751
2018-04-24,8,1502
2018-04-24,9,814
2018-04-24,10,638
2018-04-24,11,710
2018-04-24,12,925
2018-04-24,13,923
2018-04-24,14,942
2018-04-24,15,971
2018-04-24,16,1118
2018-04-24,17,1462
2018-04-24,18,2318
2018-04-24,19,1580
2018-04-24,20,1332
2018-04-24,21,1372
2018-04-24,22,1215
2018-04-24,23,725
2018-04-25,0,536
2018-04-25,1,444
2018-04-25,2,306
2018-04-25,3,206
2018-04-25,4,117
2018-04-25,5,148
2018-04-25,6,449
2018-04-25,7,1123
2018-04-25,8,1900
2018-04-25,9,1066
2018-04-25,10,756
2018-04-25,11,938
2018-04-25,12,1192
2018-04-25,13,1141
2018-04-25,14,1161
2018-04-25,15,1180
2018-04-25,16,1447
2018-04-25,17,1878
2018-04-25,18,2807
2018-04-25,19,1958
2018-04-25,20,1651
2018-04-25,21,1593
2018-04-25,22,1382
2018-04-25,23,906
2018-04-26,0,692
2018-04-26,1,546
2018-04-26,2,409
2018-04-26,3,239
2018-04-26,4,140
2018-04-26,5,180
2018-04-26,6,452
2018-04-26,7,1124
2018-04-26,8,1933
2018-04-26,9,1027
2018-04-26,10,745
2018-04-26,11,930
2018-04-26,12,1197
2018-04-26,13,1084
2018-04-26,14,1123
2018-04-26,15,1227
2018-04-26,16,1386
2018-04-26,17,1796
2018-04-26,18,2574
2018-04-26,19,1891
2018-04-26,20,1531
2018-04-26,21,1447
2018-04-26,22,1146
2018-04-26,23,851
2018-04-27,0,663
2018-04-27,1,562
2018-04-27,2,361
2018-04-27,3,258
2018-04-27,4,140
2018-04-27,5,170
2018-04-27,6,427
2018-04-27,7,1129
2018-04-27,8,1922
2018-04-27,9,985
2018-04-27,10,789
2018-04-27,11,986
2018-04-27,12,1142
2018-04-27,13,1133
2018-04-27,14,1115
2018-04-27,15,1253
2018-04-27,16,1446
2018-04-27,17,1877
2018-04-27,18,2577
2018-04-27,19,1812
2018-04-27,20,1499
2018-04-27,21,1362
2018-04-27,22,1278
2018-04-27,23,975
2018-04-28,0,777
2018-04-28,1,672
2018-04-28,2,522
2018-04-28,3,325
2018-04-28,4,166
2018-04-28,5,152
2018-04-28,6,230
2018-04-28,7,376
2018-04-28,8,647
2018-04-28,9,795
2018-04-28,10,808
2018-04-28,11,1000
2018-04-28,12,1278
2018-04-28,13,1404
2018-04-28,14,1597
2018-04-28,15,1875
2018-04-28,16,1945
2018-04-28,17,2043
2018-04-28,18,1882
2018-04-28,19,1590
2018-04-28,20,1435
2018-04-28,21,1351
2018-04-28,22,1165
2018-04-28,23,905
2018-04-29,0,790
2018-04-29,1,554
2018-04-29,2,425
2018-04-29,3,263
2018-04-29,4,183
2018-04-29,5,138
2018-04-29,6,183
2018-04-29,7,307
2018-04-29,8,485
2018-04-29,9,716
2018-04-29,10,787
2018-04-29,11,1060
2018-04-29,12,1375
2018-04-29,13,1635
2018-04-29,14,1814
2018-04-29,15,2019
2018-04-29,16,2044
2018-04-29,17,2094
2018-04-29,18,1950
2018-04-29,19,1712
2018-04-29,20,1485
2018-04-29,21,1382
2018-04-29,22,1128
2018-04-29,23,820
2018-04-30,0,569
2018-04-30,1,362
2018-04-30,2,246
2018-04-30,3,157
2018-04-30,4,132
2018-04-30,5,185
2018-04-30,6,397
2018-04-30,7,1075
2018-04-30,8,1791
2018-04-30,9,983
2018-04-30,10,742
2018-04-30,11,901
2018-04-30,12,1094
2018-04-30,13,1019
2018-04-30,14,1055
2018-04-30,15,1168
2018-04-30,16,1344
2018-04-30,17,1706
2018-04-30,18,2558
2018-04-30,19,2064
2018-04-30,20,1703
2018-04-30,21,1711
2018-04-30,22,1456
2018-04-30,23,1044
2018-05-01,0,782
2018-05-01,1,705
2018-05-01,2,534
2018-05-01,3,343
2018-05-01,4,187
2018-05-01,5,166
2018-05-01,6,306
2018-05-01,7,614
2018-05-01,8,1067
2018-05-01,9,1024
2018-05-01,10,1002
2018-05-01,11,1117
2018-05-01,12,1315
2018-05-01,13,1493
2018-05-01,14,1536
2018-05-01,15,1639
2018-05-01,16,1759
2018-05-01,17,1898
2018-05-01,18,2082
2018-05-01,19,1696
2018-05-01,20,1656
2018-05-01,21,1644
2018-05-01,22,1400
2018-05-01,23,855
2018-05-02,0,612
2018-05-02,1,413
2018-05-02,2,245
2018-05-02,3,170
2018-05-02,4,93
2018-05-02,5,76
2018-05-02,6,67
2018-05-02,7,102
2018-05-02,8,555
2018-05-02,9,609
2018-05-02,10,486
2018-05-02,11,206
2018-05-02,12,63
2018-05-02,13,327
2018-05-02,14,376
2018-05-02,15,143
2018-05-02,16,400
2018-05-02,17,813
2018-05-02,18,518
2018-05-02,19,131
2018-05-02,20,123
2018-05-02,21,327
2018-05-02,22,299
2018-05-02,23,294
2018-05-03,0,361
2018-05-03,1,323
2018-05-03,2,251
2018-05-03,3,156
2018-05-03,4,109
2018-05-03,5,163
2018-05-03,6,469
2018-05-03,7,1160
2018-05-03,8,1946
2018-05-03,9,1061
2018-05-03,10,762
2018-05-03,11,794
2018-05-03,12,871
2018-05-03,13,516
2018-05-03,14,367
2018-05-03,15,590
2018-05-03,16,911
2018-05-03,17,1421
2018-05-03,18,2310
2018-05-03,19,1663
2018-05-03,20,1401
2018-05-03,21,1388
2018-05-03,22,1202
2018-05-03,23,832
2018-05-04,0,624
2018-05-04,1,480
2018-05-04,2,352
2018-05-04,3,224
2018-05-04,4,138
2018-05-04,5,186
2018-05-04,6,521
2018-05-04,7,1260
2018-05-04,8,2041
2018-05-04,9,1155
2018-05-04,10,864
2018-05-04,11,1021
2018-05-04,12,1206
2018-05-04,13,1222
2018-05-04,14,1266
2018-05-04,15,1323
2018-05-04,16,1501
2018-05-04,17,1857
2018-05-04,18,2661
2018-05-04,19,1890
2018-05-04,20,1389
2018-05-04,21,1298
2018-05-04,22,1256
2018-05-04,23,935
2018-05-05,0,796
2018-05-05,1,716
2018-05-05,2,508
2018-05-05,3,392
2018-05-05,4,252
2018-05-05,5,190
2018-05-05,6,247
2018-05-05,7,352
2018-05-05,8,579
2018-05-05,9,759
2018-05-05,10,877
2018-05-05,11,1024
2018-05-05,12,1258
2018-05-05,13,1408
2018-05-05,14,1669
2018-05-05,15,1837
2018-05-05,16,1223
2018-05-05,17,2014
2018-05-05,18,1929
2018-05-05,19,1753
2018-05-05,20,1562
2018-05-05,21,1551
2018-05-05,22,1360
2018-05-05,23,1097
2018-05-06,0,733
2018-05-06,1,181
2018-05-06,2,74
2018-05-06,3,43
2018-05-06,4,16
2018-05-06,5,11
2018-05-06,6,7
2018-05-06,7,16
2018-05-06,8,16
2018-05-06,9,12
2018-05-06,10,13
2018-05-06,11,10
2018-05-06,12,71
2018-05-06,13,211
2018-05-06,14,384
2018-05-06,15,770
2018-05-06,16,1482
2018-05-06,17,1737
2018-05-06,18,1848
2018-05-06,19,1639
2018-05-06,20,1526
2018-05-06,21,1450
2018-05-06,22,1290
2018-05-06,23,1016
2018-05-07,0,778
2018-05-07,1,609
2018-05-07,2,404
2018-05-07,3,249
2018-05-07,4,185
2018-05-07,5,170
2018-05-07,6,221
2018-05-07,7,389
2018-05-07,8,600
